ad_id,campaign_id,date,impressions,clicks,cost,channel
1ce22651-a82d-4fa6-a88f-6f782d2b0c76,83,2024-04-19,5309,147,1071.898638472554,Google
762e6c4b-cf8f-4dd9-823b-a398d61115fe,67,2024-02-25,9696,64,1063.5993286725982,Google
9e58b150-6a1d-405d-8c98-59030ee0c8a5,28,2024-02-04,5023,143,1191.366358532067,Google
14646e9d-855d-4c57-9c81-f8891be1b8a0,52,2024-03-24,2296,169,1115.3341924528622,Google
da2a72c6-b60b-4dc6-94c1-bf56386e0c20,18,2024-04-16,2144,168,273.7231869761589,Google
edf9e641-819d-4e2a-8fa5-d82d54686ebd,9,2024-01-12,3032,132,1660.974308632832,Google
08c87b1c-3da7-48ff-aedd-f3e39dc6a93a,31,2024-04-09,3488,119,490.91392725578055,Google
1d1a7c50-5a86-4a4e-bbff-118c66227c34,82,2024-03-14,6285,198,544.9105248571443,Google
b3e68130-bb5a-492d-94da-328e3b88da06,1,2024-04-27,7166,132,1192.2224966395638,Google
d7d448be-9360-4af2-99bb-21d095eaf0d4,35,2024-04-13,4449,85,857.9558211810546,Google
a3190764-2786-47a4-bcd7-716f0f5a2a1a,12,2024-04-15,3328,185,1322.1408605416402,Google
9e7ddc90-27df-45ac-865b-bc9f389f881d,13,2024-04-11,9881,98,156.79121662898552,Google
92fcae18-78a6-4d5e-ac10-89c915ce1117,55,2024-03-28,3238,61,256.8759105539402,Google
99142d6d-4770-4ac9-8782-a83750b0b813,21,2024-01-14,6573,186,1206.708535742457,Google
e2009a61-d498-46b1-bbec-95b13246ca9d,15,2024-04-05,9766,94,1452.4950908514902,Google
082fd50a-92cf-4f9f-a0e0-c801cf226837,8,2024-02-26,3090,75,1428.6119713009475,Google
b4c2ea51-492d-45a7-90bd-1d95609ee6ad,74,2024-03-22,1464,189,1185.4805751410286,Google
a23170a1-691f-47e2-a7c0-0aa2aecd9b20,54,2024-02-26,9435,111,468.88147526648106,Google
106a14a4-8ef0-4ff0-88c6-c133950a95f8,54,2024-01-29,9530,65,125.49283937717584,Google
bf42178d-bc24-465e-86d6-861e9b2cfe66,50,2024-01-28,3212,177,1478.2706603032943,Google
9028f288-a59e-41b0-8962-bbb64735bd14,98,2024-01-28,1162,110,751.5754697701108,Google
bd0738f4-abfe-4498-941a-cc22f0616e45,55,2024-04-21,2347,131,895.4387390572512,Google
19143cb5-4d96-4cdc-a107-c9887f17cf7e,39,2024-04-26,3157,152,1430.1497727732851,Google
66bec06d-3884-45a2-82fa-f1637f2379b7,68,2024-02-12,1037,77,1929.442720358652,Google
06a86264-1710-4640-814a-fc68e2f3888d,55,2024-03-18,5020,67,417.60510587434504,Google
1773279f-3c9e-4687-9f55-68800dc22b00,49,2024-01-17,6665,173,273.61295730450684,Google
9d114b28-8499-47a8-b41d-c2aff8b98efe,13,2024-02-29,3157,69,654.0585354988897,Google
58399ef3-ac7f-42db-9095-b4c1b46e1b80,72,2024-01-20,8241,170,520.620618887049,Google
1cc82c03-93f1-4301-ae98-0ec21881a231,62,2024-04-25,2144,105,854.4911227670977,Google
1bd5aef3-a6ba-4770-880c-3c94b1299a01,86,2024-01-31,6274,178,589.4092696823536,Google
4406c47d-2b6f-4ac4-82aa-9ad612c4f45c,48,2024-04-01,4640,177,1612.0581751760426,Google
5ab92486-f002-4bf8-9600-92941673ab46,46,2024-03-29,2459,110,323.2713113522218,Google
7f5f8715-3f24-478d-9371-527e391a476c,32,2024-04-11,5863,120,506.5182844173692,Google
580793bd-5703-4ad2-82fc-83c309b574d3,94,2024-03-28,5884,103,1501.6856157255504,Google
ecbf3d60-79e2-4ae0-9bf0-959a00183b61,44,2024-04-24,8843,175,832.6634525869345,Google
f4f9529f-0cc6-4095-aea4-a928c6bbe56c,44,2024-01-16,2334,83,1548.513086049338,Google
013793a0-5a4e-4b46-8c99-c6f2d739cc50,1,2024-01-31,8108,147,1770.1557324722676,Google
e3f3e8fc-e47a-4eb3-9820-eb0bc276854d,80,2024-03-06,2942,137,198.16193004873017,Google
caa0d8ed-1928-4148-8a3d-f9bda03a6008,93,2024-01-02,8183,177,1830.4997115457993,Google
d601d10a-f053-4b42-b90d-637294a5a565,62,2024-04-13,3874,157,514.155856909593,Google
275c9d90-0cf0-4fa2-a280-ef6202828dae,49,2024-01-26,7879,160,1534.5368169760786,Google
7fbfb85d-4852-400f-90d4-ba28b99f46a9,60,2024-04-23,9358,139,117.12882858604468,Google
ad722607-c766-4b09-9134-d4c708b6cd27,66,2024-03-09,3857,83,1256.9540885113547,Google
a756fd5f-b913-47cf-8933-dad408aa0dfa,70,2024-02-03,7242,160,525.4978104825293,Google
80a031bd-2d14-4dea-9ac0-720c27d879aa,8,2024-01-05,6809,55,580.893869079686,Google
9ca0ebad-2b00-42c1-8893-7a94536f9783,34,2024-02-20,9015,107,494.2482074264588,Google
ef48cdd8-797b-4190-b088-9cd6de4039b5,46,2024-01-23,9835,109,805.3762239065285,Google
ff39f564-fa7d-481d-99c6-1a6c4c1a179f,79,2024-03-23,2950,178,1534.665195340518,Google
128edb9b-01dd-4821-a68c-e2f352231b78,41,2024-01-21,8017,86,1182.940166933514,Google
00f94af6-2664-404c-9d3a-c82e50143b0f,85,2024-03-09,4013,126,1251.6946851771038,Google
9be5e147-2064-4055-992e-86ce5c0795a8,65,2024-01-26,6167,111,947.213871649377,Google
1d57e505-dcdd-4049-b28b-d144ca637507,75,2024-02-12,4584,145,1121.3192583989944,Google
6161a6c6-914f-4270-a68c-f9f405bcfb91,80,2024-03-06,8591,119,597.5220121540757,Google
51df4315-d39a-4262-9b3f-bf58a2251ceb,29,2024-02-15,9456,140,1247.213219397,Google
