ad_id,campaign_id,date,impressions,clicks,cost,channel
3cbfe045-5bc2-423f-9270-1ad20c00cecf,96,2024-04-27,8473,190,996.5625574357196,Google
bc742d07-b2ba-447d-80e3-39a019be18b0,95,2024-02-03,2466,90,1693.9590455847606,Google
afc05c1c-9744-41e9-92b5-ce659d70f2d1,26,2024-01-10,4967,109,1160.1753197850167,Google
f9329c82-5f96-40e3-808a-f4475f3f8ca1,84,2024-01-30,7473,61,1172.8521777696794,Google
42781fd9-cdd5-467a-a4b3-d90a835a2946,93,2024-03-23,4344,142,700.2958938872339,Google
76f85d01-9ec6-4a96-a98f-544c6fcd6924,64,2024-02-03,5538,167,499.0234512550745,Google
d1eb24df-4fea-448c-90ab-a3fb965ead91,34,2024-03-17,8825,192,1528.5464131163496,Google
e491ff7a-ec11-4587-9c21-2a88000fd399,64,2024-03-26,1982,107,1533.1114140733555,Google
0790f963-ad6b-47d0-8442-0c5616987318,74,2024-04-29,9931,84,481.39927298824125,Google
ede70f13-0f39-4507-893e-a8c50ad5af2b,68,2024-02-20,3142,187,680.2059254909788,Google
bb617d1a-f555-447d-92a8-9a0b5c564a50,84,2024-04-05,7461,138,1843.4879254265832,Google
0c687a06-f4df-4242-bebb-ad0cbe9d898d,52,2024-01-31,1331,74,1008.1062362104985,Google
7b0f80f4-1d42-45d6-bf31-c6d5084b3dcd,27,2024-04-08,1838,59,1199.4163077525798,Google
1469323d-abb5-47e3-8902-4463253aeec6,63,2024-03-04,6318,100,382.3787607746865,Google
4f7739f1-8410-4b05-ad94-1d2e0343ab94,6,2024-01-15,7049,151,1152.6966073313718,Google
96515103-23fd-4b7b-920a-91a38c72ca07,49,2024-04-10,5178,113,622.028972797948,Google
ec4d9cf6-c93c-4a72-8093-9f43507bcace,87,2024-04-20,6677,196,1830.0386076787224,Google
a66a93d3-af60-4706-b902-07d60d24ad70,29,2024-04-05,7951,97,322.25504506450227,Google
64debfad-abc0-478f-a192-28335b65f895,11,2024-04-03,3171,170,1315.045467035323,Google
ff2534d6-4829-47e9-9f5e-30ccfaf7e66d,63,2024-04-25,9160,57,1475.1566745024327,Google
533872b9-3e8f-42a2-8bca-15ab6bb8fe38,87,2024-03-14,1590,167,667.5779409232882,Google
c62f2eb0-a6ce-445b-a0c6-93e1ff19c14e,86,2024-01-17,3800,136,816.7134502001245,Google
12a236d0-3e0d-452d-917c-683e2ab50d4b,61,2024-03-10,6167,63,213.43141954950337,Google
ac3b60de-0b3c-49f5-a0d3-529e4f96c742,87,2024-04-27,9760,98,1316.370671850658,Google
cbd50377-e8a2-49e5-a89e-0b7e04009f4b,18,2024-04-09,5788,60,1334.1712687923496,Google
7eebbc83-c450-4451-9745-e8c0009ed763,73,2024-04-05,6923,194,1911.1118992701558,Google
b4e8dffb-78e2-4241-bc59-ef0026e9622c,22,2024-01-17,5489,110,666.7040989540632,Google
15a41f19-6b5d-4c84-bc20-664c577658c3,21,2024-04-23,8216,90,1482.0307357198783,Google
4253d85f-d88c-40d7-8838-cd979879aa6e,49,2024-02-28,4271,179,619.5052562106893,Google
f26f398a-af4c-4b87-84f4-4acbc72120b3,5,2024-01-07,3681,71,1391.8138656515275,Google
2e0a5d96-b93e-41fe-acf8-07ada36ed44a,53,2024-03-05,4362,151,940.8703407988826,Google
2170b7ec-e941-4f98-a819-56cb215681d6,13,2024-04-01,2496,172,1544.727360076513,Google
3d36e782-1850-4c51-98b9-5df8c526d53a,5,2024-03-23,8436,67,1250.171237013724,Google
14524f6d-92b5-412a-8b26-e5f06e408075,74,2024-01-20,4091,116,1123.9539475659858,Google
97ec5605-bdee-4279-8590-4a127e8ec0b2,49,2024-03-28,5784,151,1476.3987450355394,Google
2f121d13-353c-44dc-84c9-f285097ee07e,93,2024-01-14,8826,101,849.6507834771601,Google
e0607897-1734-469b-bc2d-2ef49252efdb,99,2024-01-08,5517,181,1333.9268093616856,Google
d38e3507-0a03-429f-b563-556c1abab22f,75,2024-02-15,2435,72,598.9175697515655,Google
4c64449b-4f10-42c2-958d-af6a54ab8f2e,57,2024-03-12,7559,117,166.11325624283614,Google
68dd5547-69fa-4141-bb02-5c6dfe7f14b9,2,2024-02-22,6636,82,1838.8970309894366,Google
b3a00311-0308-4cf5-8384-9829fe4a8b37,78,2024-01-01,7263,64,1567.6949182151764,Google
ff596f1a-fd59-48dc-9eb8-b5915d982246,35,2024-03-27,7615,194,1722.516738947083,Google
eee707a6-4992-40be-9ba9-73a659f08109,66,2024-03-04,7900,107,1215.0048491575424,Google
67a57d59-46fe-4a9a-b6c0-6006f46af2c4,35,2024-03-17,6303,115,1869.346435157856,Google
5172533b-4688-4f5d-a7a3-1b57a572fd4d,63,2024-02-13,2110,74,1412.822698173243,Google
99e1793c-17b3-4f37-8352-bb1dd2c9970c,14,2024-04-05,3414,156,1350.5270534584579,Google
b41c75ba-eb6d-4cb1-a26f-54589c5da1d2,92,2024-01-14,6237,89,252.4277835598126,Google
ac0b4c57-a7c1-4b2c-b3f9-07ee150a0953,40,2024-04-16,2045,183,1295.4618066228716,Google
9b84f23e-8219-454d-bcc4-afae54eeae4a,37,2024-04-03,3563,84,1425.8927788233455,Google
4774a220-53db-4c31-8eee-251ce4979440,32,2024-01-23,4736,157,1522.3963695992677,Google
65c1865a-a0bd-4a14-923a-6e5c95918beb,98,2024-04-25,9736,194,730.5078618215762,Google
2a88175d-fca1-4b51-9efe-fdb0647db26e,26,2024-04-05,9668,147,522.0004683069092,Google
cf6459fe-714f-40ab-a525-98a3aabbc62d,33,2024-02-08,2463,130,1793.9448653389356,Google
e7dc6de6-0c47-43c5-be30-cebd2a1aa0c2,72,2024-03-23,8287,139,1113.986124721563,Google
394be2ca-d7a9-46ff-89c2-8be634ff8131,9,2024-04-17,9399,103,964.4409861966056,Google
f1e83f56-5331-4747-ac40-251a753a217c,84,2024-01-31,6502,170,922.24873857254,Google
72874487-44d4-4d02-b80b-37b541f8c35d,8,2024-04-26,2792,194,1343.6869131545773,Google
a371b895-f9e3-433a-ad3a-ec817be58559,93,2024-02-15,8063,91,1463.4081188240148,Google
0117014e-80cf-4bb3-ad83-12127565e8e5,84,2024-04-25,1836,142,1845.9102696851212,Google
19c41d22-d115-4c49-a03d-770eaee18068,47,2024-04-05,5236,102,1026.10505597485,Google
b8fe8d49-d717-472c-a86c-e4498fa20b05,32,2024-01-08,9247,104,1281.2154478943248,Google
d069c923-7448-4191-b3f3-9abbfaa6859f,87,2024-04-29,8992,149,1394.8991004135405,Google
8ed9d7df-d880-4f8e-b764-cbd1b0b3eed6,19,2024-04-16,2535,63,1508.083815332272,Google
d51ed6b2-0bb9-4213-8dd6-c78397d3670f,18,2024-01-09,4704,75,1554.6086669857987,Google
04a73202-fcf5-46a7-a93f-20a0a3471b47,43,2024-01-22,4093,189,101.121490956567,Google
7ea0eaa4-636d-46b6-864c-4307b1ab8f41,41,2024-04-18,4044,161,253.9181924361335,Google
80418b83-c6cb-4c5c-af5d-4a72f48f6260,10,2024-01-26,6932,73,1895.573525950025,Google
67583cab-bb3b-436a-acd5-c43a86652c67,38,2024-03-25,1749,82,1333.143964433975,Google
0f4aa618-cba1-4080-9da9-b13516ab257e,12,2024-02-19,9155,197,1364.964033274126,Google
df6fe98a-9221-417c-9bf9-9915302f6c9b,17,2024-02-29,4421,52,1609.505935501178,Google
01522244-bdab-4995-b670-91b12a96d36c,20,2024-04-04,4400,101,1947.03989258103,Google
0675f41a-22eb-4b7c-bfc7-55715042933f,78,2024-04-06,7472,56,779.2174323597756,Google
6b373e9c-dd06-43ba-9daa-f4df89d159a0,68,2024-03-23,4411,72,1183.1094010511822,Google
b51e8327-06fe-4f58-8f52-ac9c18fcecff,55,2024-02-27,4559,158,658.3577920943773,Google
6de2927a-aac0-421f-8fdd-337e7daa8698,88,2024-04-05,3329,88,640.1860445569301,Google
bd2f16bf-e22d-43e1-9d9c-8b4887f2ec39,25,2024-01-18,7959,121,751.0545081971284,Google
8e34cc75-b254-49b0-aa5d-3aa07d02bc7b,33,2024-02-27,7329,194,946.2388000609034,Google
63042f2c-8e7d-4977-bd1d-c3e7fcca19ed,21,2024-03-03,2785,88,910.5992838768266,Google
93fdc560-3087-4e53-bc75-010d320432b2,51,2024-02-24,8187,76,780.656005105268,Google
1d9c64f7-8544-4d45-8056-169336ef1a6d,56,2024-02-06,5749,151,1604.1019647275898,Google
d01173b7-3229-47fc-8619-cdb9c697546e,94,2024-04-11,8401,153,651.3666414200121,Google
2c1ee7c1-c2f7-42ea-861b-7652c4810dd8,6,2024-02-11,9329,193,1107.0656990741309,Google
3814fb35-a551-40f8-bf83-602d302ff63d,59,2024-03-30,6267,150,171.67859899849407,Google
200ac9aa-b992-4349-95e3-dff1329583db,65,2024-02-18,3418,171,1634.7700097464358,Google
f18966e6-639c-4080-9504-08c89db2a02d,91,2024-04-27,5840,125,1971.4716995806843,Google
991c09bf-73ef-45f3-b5b2-7c0d1d793b4c,72,2024-03-09,1367,81,1000.0805222942588,Google
318187d6-aa27-4396-97b7-65249e3d5a82,9,2024-04-21,1169,115,1296.8224477174128,Google
9a2a1bf3-21be-4617-8d82-5ecf6f9efd9c,34,2024-02-29,9517,130,1324.3131824389752,Google
cacf1c4c-b013-4ca1-b1aa-62eb3e67de1c,69,2024-01-25,3334,93,1932.4428097355487,Google
529ce21a-d011-4b7f-bcd4-05263c24be3b,99,2024-04-26,3880,115,599.3432416923056,Google
93a871ca-7335-4e8f-b9e5-4e38cc9941ca,80,2024-03-19,3879,81,777.536442949449,Google
48ef296b-2586-4b81-bb91-615ab623bae4,21,2024-04-03,9284,119,1005.9319971004386,Google
43b6d994-bb79-459a-8dcd-a77f676e341b,12,2024-02-21,7907,64,260.0154323276821,Google
b8ada856-cac0-4f53-aef2-2679e10afef7,49,2024-03-17,1080,109,1411.1740253152775,Google
4b040a16-34bc-4f5c-8b48-31f1156addf7,6,2024-04-11,9673,116,754.6326437034826,Google
cef11d66-9988-4812-9b8e-708dff4a5bc7,92,2024-04-17,6471,99,323.4194015895429,Google
75e5aa06-27e0-4aa2-b8b8-9ce908854012,54,2024-02-15,3960,89,1281.729441508879,Google
8754a497-df82-47cc-a473-fcd98f513519,11,2024-03-25,9942,101,675.6741407711462,Google
53910d78-312d-4bba-8154-5b2b59838212,76,2024-01-20,1531,149,111.5521472750029,Google
1db9b01a-f5aa-40a2-95b0-e1af12a8593a,51,2024-01-05,7148,84,920.7774154497988,Google
ce6a7c24-9234-4c0d-af42-1eb720cae15b,72,2024-03-06,6567,113,1114.6237124197164,Google
7a8b3660-7306-434e-8ae3-4d03ed688ae6,89,2024-02-13,8747,137,1120.4460372475478,Google
764d296a-65a8-4b31-a42e-f72685d2b0ae,81,2024-02-24,6940,180,1903.6927847215147,Google
65277641-2902-4633-98df-9fa1365a55a1,17,2024-02-15,3196,184,336.07677654838653,Google
25826663-a164-47bd-a101-4a4a81f8c485,65,2024-01-02,1356,142,254.45408990883405,Google
4961051f-1d19-4d3c-b133-c93a69222cd8,3,2024-04-06,2874,142,122.0827974101996,Google
8ffaacb4-ee5a-4ca2-9354-b0afba2841fc,65,2024-03-29,9363,163,1459.3803184489416,Google
a7b62a06-c868-46fb-b162-579d3666a0da,19,2024-01-28,6436,188,1218.856617106004,Google
53e212b2-951f-4b25-9c33-4657371b5e19,39,2024-02-28,5342,108,1804.363406236687,Google
b8537a3e-2d74-4442-a45a-a326494ac13d,98,2024-02-09,5206,99,650.4610126772931,Google
f1359d83-2ebe-4ede-a55d-6bb6a70c7ec0,4,2024-04-03,7960,60,1537.7165160739517,Google
1c1760be-2933-4807-b092-f3094fd86cb1,14,2024-03-25,4469,80,1752.9737692062859,Google
1883d847-3b90-478a-9752-cd63a5382524,18,2024-02-06,7354,147,523.2292892539022,Google
60bcab37-4da7-4b65-bdc6-8774778c385f,59,2024-03-01,8156,87,1107.4100517460959,Google
a291c071-9a35-487d-9ac8-bc5f5fae4628,17,2024-01-03,2678,60,1599.786526935915,Google
09c9a977-174b-46c3-b2e1-8b1622fd8505,20,2024-03-13,7307,75,1164.6083851099327,Google
e9e0f461-f4e2-4c61-9cc8-00522d54d5b9,24,2024-02-28,6686,86,1712.344405811776,Google
1ca42018-08e4-4a6c-9419-a36d4dfbdc43,41,2024-01-06,8870,94,140.94540385095237,Google
923fc5b5-c731-4d75-9017-6326ff35e46e,42,2024-04-28,8772,128,522.899815333738,Google
bb190bc1-dcbb-48b9-ac48-ed1b302b9034,17,2024-04-28,5856,118,1325.480026836351,Google
4bc4afe2-dbcf-437f-bf60-18025b76200d,28,2024-01-06,3273,80,347.0825643954678,Google
a364462f-886f-4682-a6af-ee594f6f9966,91,2024-03-19,2788,164,1543.857377612202,Google
e627b70e-06fb-472a-9495-195c9c1b7645,55,2024-04-19,2032,122,289.41672568303767,Google
36470f82-41a5-42ff-a097-9179f09e3b20,72,2024-02-06,7626,113,1944.7389498853513,Google
1d10c7b4-966e-4cb3-b810-a2eb1e36f36f,77,2024-01-23,6064,183,602.8939567047365,Google
8a311fad-0606-42dc-b418-68b26c5c2dd9,91,2024-02-29,9251,65,448.25654528135544,Google
f7f49591-bcc3-4376-b453-f0940bd41109,26,2024-01-22,3739,78,1509.959269276357,Google
a31b3764-20c2-4ed6-ae7c-361108564532,18,2024-01-11,7742,90,1572.2857315513318,Google
a36e038b-dc6f-4fb1-9b9e-010e02542ebc,12,2024-01-12,1542,137,439.86572681376606,Google
688cdc35-d351-4027-bb53-097ce43b294a,79,2024-03-13,7843,192,1469.2364407174164,Google
ac7dce37-848f-4f33-a3b6-e493210e3119,1,2024-04-03,1303,196,407.33996317313387,Google
731711d7-9b00-416c-851b-c834a815e726,56,2024-01-19,8083,127,1898.7465529537237,Google
24cf34ab-b7e7-4e23-90ba-a067ae5cb4dc,91,2024-03-04,7492,166,1367.6700451985512,Google
b5360ad3-20fd-4215-a68a-0c0c5757be75,60,2024-01-08,5049,65,1866.989712390981,Google
bff56cb7-6043-4980-b2a0-36d9d1c027d0,91,2024-03-24,7696,97,1632.852613665634,Google
258d5e28-ab29-4d92-9812-4dde5481417d,58,2024-01-09,6571,66,1252.6068513524463,Google
ff870acc-390a-42e2-9b29-4f34e725dc3c,96,2024-04-13,4635,131,894.2018122825059,Google
8dfde747-ca2a-4b95-857c-1c8351a1bf31,82,2024-01-06,5605,185,1622.1121176980585,Google
a545e60c-7bce-48a4-b3c9-1c5d57535703,6,2024-01-28,8061,121,1874.2165878213982,Google
6607f5e6-df7a-4dab-a32b-1ddf7bcc8079,32,2024-02-06,1187,122,138.38920867329784,Google
f6b6647b-8b40-4a21-a8e9-04ff5d289fe2,64,2024-01-28,4813,97,755.2188937297157,Google
1adc893a-97a9-4837-bf3b-1c1d94ac76c3,66,2024-01-07,2449,136,1155.307259034751,Google
227fe739-d632-4608-a5d8-94e83e204805,92,2024-02-05,5578,160,397.010818650163,Google
90828d70-c5b1-4f64-b61e-9d42c1bc8611,83,2024-01-08,1297,60,625.5198734798212,Google
1467f1c5-f757-44b0-8050-71609695985e,79,2024-02-05,3254,67,1716.703697392906,Google
86722d8e-24ba-44f3-9bf7-bf9a7ca41944,88,2024-03-22,3773,199,1849.9346590914884,Google
eac8167f-cc04-4216-bb31-045bd05b4690,78,2024-03-28,5769,103,1881.9547756930936,Google
a579d7df-e5e0-4f2c-9461-cc8da10f947f,93,2024-02-25,8040,172,1947.9918402743,Google
cd21a84d-a468-4acf-a879-78d54123cc0d,26,2024-04-22,2153,117,428.0399260356113,Google
5788cefd-9c0e-4620-a05b-a25ccfb7c0e3,56,2024-03-04,4031,176,1877.6215477048866,Google
7b3deab1-685c-4017-a457-82d24423fce4,42,2024-03-03,7325,122,1257.2015977119402,Google
2f75152c-8482-4109-82ed-42ec0cea6bb0,85,2024-02-14,7510,84,1729.9091318214853,Google
3b93eada-1ead-4c8f-9fe5-ce230cb87e00,31,2024-02-17,6812,86,1107.905619162957,Google
018ad704-c629-4779-8415-4045b6624e58,53,2024-04-29,6494,147,1614.405203899734,Google
b95757d7-bbb9-4f9f-8e65-d749d092264c,3,2024-01-20,1819,157,1765.125367401816,Google
826c9f65-ca86-4b61-92ff-09fa816f21ea,47,2024-01-20,4058,108,1800.4611103509314,Google
0d6d25d4-c88b-4f2a-ab15-61e342c3cad4,82,2024-02-22,1486,156,1577.6325451993243,Google
2a5e45e4-3c83-405a-be08-6ae2791a36a4,49,2024-01-24,5560,122,1794.0888526964948,Google
bf31ff68-d842-4c24-983f-bad54eb3b973,53,2024-02-16,4113,69,123.38023413076192,Google
a8d6c783-a192-4933-afaa-2bb2265d7981,97,2024-01-01,5126,196,560.5528698537319,Google
1bf49be4-01df-4c55-bd99-9852d2776c98,24,2024-03-14,8452,199,407.2134079559667,Google
b0ee5f28-b71c-4a12-ae4b-6e6c040dfdde,58,2024-04-28,4583,68,1788.9762378770772,Google
e67c0eed-ddaa-4476-ba9e-7faf67ea5324,1,2024-04-06,5448,143,1802.8818446205519,Google
4ed07d61-a2cf-4156-b3af-3917287e78a5,94,2024-01-11,1384,105,1552.055005207613,Google
27b93c37-51b2-4f4d-b480-224d64803dc6,46,2024-02-01,8816,135,166.55841958355018,Google
33755519-8b46-4367-85a3-9c2e4b7e0641,24,2024-04-19,5735,88,1649.5775014355515,Google
f022b09e-1b8b-4ba9-b2cc-97384093084d,89,2024-04-21,4135,150,1040.1809353233352,Google
ed1a8e2e-1d1e-4f07-8ec9-81703a4f78ea,37,2024-03-14,6114,102,685.4105359565058,Google
22bac249-616f-4d3b-a34b-8a5ad12c5baa,32,2024-02-16,9401,129,1522.0900006478564,Google
c78690ff-68e6-460d-bfbe-bccf9984384e,37,2024-01-20,1420,91,971.269926352355,Google
49e686be-9c84-482f-94a5-40655bc36059,84,2024-03-13,5231,199,1405.3742178885427,Google
efd1b86f-8b5b-40c1-bec2-d9824fe25e8c,63,2024-01-01,3974,187,168.82373667216373,Google
a6f88c0e-e079-4ce0-b2ea-9ef51b531709,33,2024-04-28,9648,200,929.4385804916487,Google
e57a1045-54f8-430a-8daa-3c95d5b66b46,87,2024-04-09,5853,143,1585.3602341586247,Google
6057ce97-621f-487b-9fc4-a1921e92696d,52,2024-04-29,7417,147,537.584402753377,Google
3f250155-8efa-42cb-8f55-f55dc76421b7,6,2024-04-22,3485,173,653.5093726778344,Google
68f8f3aa-fe57-4120-a566-b00eb431bce9,9,2024-03-29,2770,162,193.28655689352982,Google
5fdbb271-8d05-4d0f-85bd-a75e5702f6bb,89,2024-04-21,2061,68,118.93052445778517,Google
ba091c52-e9b1-41a6-9602-adce3a8c2a68,53,2024-03-14,3208,69,1846.983702382207,Google
7ce467db-199c-4908-929c-be67c08944c7,2,2024-01-02,7920,184,958.614957292254,Google
e7c8f7b2-fcdd-4565-867d-abafccdb23cf,20,2024-04-10,4683,87,1777.8431016584534,Google
b8d01df8-59d1-4b58-9c47-5ddb4103d32e,44,2024-03-26,5238,135,719.6857332664944,Google
07b0711f-3ac2-4ff8-9a76-52f536d640c3,20,2024-01-27,4916,175,1212.3107280267038,Google
db4cabcc-49bf-4e72-8a21-512765cf4418,92,2024-01-02,7510,86,1663.7022563387306,Google
340f021e-9ee8-4cbd-a326-8d1c1ee9c4f1,88,2024-02-05,4405,76,686.9522340543654,Google
2f126188-2bcd-476b-a673-e955931c9e1c,60,2024-03-01,2336,163,919.5942306562229,Google
d56f0800-6914-4259-89ff-e05dc6412cb1,51,2024-03-17,6151,66,1020.6901060027977,Google
65f54fee-a944-49e8-993f-9abb0d1eb556,79,2024-03-04,3758,108,259.35193802848596,Google
f077b7e4-96c8-484e-a494-9fa2a2203991,34,2024-01-09,1113,64,913.4859936506874,Google
dab696c5-18ff-4792-99e4-bea05f1a691a,13,2024-02-07,4304,51,1711.7634949104722,Google
5cdf5dc7-cea5-4048-8ce8-7f11a38ab03e,73,2024-02-26,9245,134,871.1556795874982,Google
0bdc9784-f491-40c5-b82c-dadb7e0e54a0,71,2024-04-01,5548,180,969.5255127042789,Google
76f8a24b-3e53-4c11-9be6-e58a1e69a97f,66,2024-02-23,9224,194,1921.1287142135416,Google
c4c08322-d16e-4dcd-9951-aa72ce07fb65,37,2024-03-28,6817,56,1788.8683861379359,Google
d4a7abed-1ca7-4850-97db-d5ea6e88eb3a,77,2024-03-27,5018,56,1205.423710398038,Google
b0ff34ee-7f3d-4b2a-9563-46194df10bc5,52,2024-03-01,5476,94,365.7242099674604,Google
9decfd43-b166-4ecb-8d91-52ca1bfb578f,61,2024-03-17,3387,88,1123.574172777115,Google
82694588-903b-44be-848c-e29790578b46,77,2024-01-25,1551,102,1548.097644664578,Google
4245903a-ceef-42b0-8833-07750ff6cb88,72,2024-03-25,4036,176,437.2065658131072,Google
d7a9cddc-e61e-4d30-af79-71c1f9480dde,76,2024-04-03,8153,139,785.2253288401605,Google
d0ac358f-16fa-469d-923d-d571102a3850,79,2024-03-09,5943,152,525.5069124664176,Google
831421c3-778c-479d-86cf-e432457b758e,97,2024-03-04,8439,173,1796.893083703672,Google
db48661c-e7dc-41b2-adeb-905b1e32204a,51,2024-04-21,2367,83,1532.2059124411376,Google
855969db-b2d7-43db-92d9-89cf1bc3edef,39,2024-01-21,1708,87,1560.129747490095,Google
d1db47c1-24e6-4817-9dac-1b1a14d14467,87,2024-01-14,7705,53,724.3040989292363,Google
23a3f828-3209-4670-907e-aa693a788b8f,14,2024-03-06,2786,53,203.7893973695002,Google
babcbff2-d10a-4848-aaa3-eb1fcea0b00b,53,2024-03-14,6414,179,1377.5103520285593,Google
